,GDPpc,Region,IncomeGroup,Population,location,iso_code,total_vaccinations,people_vaccinated,people_fully_vaccinated,daily_vaccinations_raw,daily_vaccinations,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,daily_vaccinations_per_million
56,42328.9002575769,Europe & Central Asia,High,66836327.0,United Kingdom,GBR,77909177.0,44860978.0,33048199.0,316965.0,334964.0,114.76,66.08,48.68,4934.0
57,4697.98364793096,Europe & Central Asia,Upper middle,3720161.0,Georgia,GEO,361724.0,261652.0,100072.0,6775.0,4592.0,9.07,6.56,2.51,1151.0
58,2202.11556738065,Sub-Saharan Africa,Lower middle,30417856.0,Ghana,GHA,1232876.0,852047.0,380829.0,38597.0,233.0,3.97,2.74,1.23,7.0
59,,Europe & Central Asia,High,33701.0,Gibraltar,GIB,78089.0,39235.0,38854.0,288.0,13.0,231.78,116.46,115.32,386.0
60,962.839908587778,Sub-Saharan Africa,Low,12771246.0,Guinea,GIN,543078.0,384911.0,158167.0,2380.0,9762.0,4.14,2.93,1.2,743.0
61,697.294926856786,Sub-Saharan Africa,Low,1920922.0,Guinea-Bissau,GNB,22883.0,21855.0,1028.0,2380.0,209.0,1.16,1.11,0.05,106.0
62,8131.92388810912,Sub-Saharan Africa,Upper middle,1355986.0,Equatorial Guinea,GNQ,264853.0,150363.0,114490.0,259490.0,879.0,18.88,10.72,8.16,627.0
63,19580.988331231798,Europe & Central Asia,High,10717169.0,Greece,GRC,8391535.0,4839188.0,3788906.0,92362.0,95635.0,80.51,46.43,36.35,9175.0
64,10808.6721222084,Latin America & Caribbean,Upper middle,112003.0,Grenada,GRD,31494.0,19521.0,11973.0,694.0,334.0,27.99,17.35,10.64,2968.0
65,54470.956386425496,Europe & Central Asia,High,56225.0,Greenland,GRL,39270.0,28030.0,11240.0,2272.0,835.0,69.17,49.37,19.8,14708.0
66,4619.98525821971,Latin America & Caribbean,Upper middle,16604026.0,Guatemala,GTM,938005.0,778519.0,159486.0,12618.0,11181.0,5.24,4.35,0.89,624.0
67,6609.58642503371,Latin America & Caribbean,Upper middle,782766.0,Guyana,GUY,340020.0,232599.0,107421.0,2380.0,1643.0,43.23,29.57,13.66,2089.0
68,44612.485834882595,,,1235991090.0,High income,OWID_HIC,985055454.0,578289029.0,403344019.0,7031609.0,7252726.0,77.99,45.78,31.93,5742.0
69,2574.91219067443,Latin America & Caribbean,Lower middle,9746117.0,Honduras,HND,684035.0,625910.0,58125.0,44229.0,26639.0,6.91,6.32,0.59,2690.0
70,14944.356224893601,Europe & Central Asia,High,4065253.0,Croatia,HRV,2573481.0,1488707.0,1084774.0,28441.0,26264.0,62.69,36.26,26.42,6398.0
71,16729.7803673036,Europe & Central Asia,High,9771141.0,Hungary,HUN,9839749.0,5486514.0,4916927.0,93527.0,39320.0,101.86,56.79,50.9,4070.0
72,4135.569262815539,East Asia & Pacific,Upper middle,270625568.0,Indonesia,IDN,42744641.0,29279142.0,13465499.0,704140.0,820821.0,15.63,10.7,4.92,3001.0
73,89108.4281417659,Europe & Central Asia,High,84584.0,Isle of Man,IMN,107179.0,63246.0,43933.0,2180.0,1233.0,126.05,74.38,51.67,14500.0
74,2099.59904810855,South Asia,Lower middle,1366417754.0,India,IND,329158139.0,271410023.0,57748116.0,1734226.0,5112543.0,23.85,19.67,4.18,3705.0
75,78778.9947686189,Europe & Central Asia,High,4934040.0,Ireland,IRL,3679531.0,2349219.0,1000000.0,40278.0,65889.0,74.52,47.58,20.25,13344.0
76,5955.109010368161,Middle East & North Africa,Upper middle,39309783.0,Iraq,IRQ,805363.0,548696.0,256667.0,9985.0,16649.0,2.0,1.36,0.64,414.0
77,67084.0837067136,Europe & Central Asia,High,360563.0,Iceland,ISL,401582.0,259385.0,192194.0,10705.0,4788.0,117.68,76.01,56.32,14031.0
78,43588.7133085762,Middle East & North Africa,High,9054000.0,Israel,ISR,10768729.0,5598954.0,5169775.0,19448.0,13854.0,124.41,64.69,59.73,1601.0
